step,GoofSpiel3/conv,GoofSpiel3/iters,GoofSpiel3/nodes_touched,GoofSpiel3/tau,GoofSpiel3/alpha,GoofSpiel3/beta,GoofSpiel3/gamma
932,1e-12,932,124888,,3.5074163114211094,-2.7826825022970114,0.07227625900354262
933,1e-12,933,125022,,3.5074163114211094,-2.7826825022970114,0.07227625900354262
934,1e-12,934,125156,,3.5074163114211094,-2.7826825022970114,0.07227625900354262
935,1e-12,935,125290,,3.5074163114211094,-2.7826825022970114,0.07227625900354262
936,1e-12,936,125424,5,3.5270130812149043,-2.777173608231287,0.0670948101652522
937,1e-12,937,125558,,3.5270130812149043,-2.777173608231287,0.0670948101652522
938,1e-12,938,125692,,3.5270130812149043,-2.777173608231287,0.0670948101652522
939,1e-12,939,125826,,3.5270130812149043,-2.777173608231287,0.0670948101652522
940,1e-12,940,125960,,3.5270130812149043,-2.777173608231287,0.0670948101652522
941,1e-12,941,126094,5,3.546405867139694,-2.7716664280010535,0.06228932611647897
942,1e-12,942,126228,,3.546405867139694,-2.7716664280010535,0.06228932611647897
943,1e-12,943,126362,,3.546405867139694,-2.7716664280010535,0.06228932611647897
944,1e-12,944,126496,,3.546405867139694,-2.7716664280010535,0.06228932611647897
945,1e-12,945,126630,,3.546405867139694,-2.7716664280010535,0.06228932611647897
946,1e-12,946,126764,5,3.5655951192173676,-2.7661617735074557,0.057832459023225535
947,1e-12,947,126898,,3.5655951192173676,-2.7661617735074557,0.057832459023225535
948,1e-12,948,127032,,3.5655951192173676,-2.7661617735074557,0.057832459023225535
949,1e-12,949,127166,,3.5655951192173676,-2.7661617735074557,0.057832459023225535
950,1e-12,950,127300,,3.5655951192173676,-2.7661617735074557,0.057832459023225535
951,1e-12,951,127434,5,3.584581354603455,-2.760660452041571,0.053698815568087976
952,1e-12,952,127568,,3.584581354603455,-2.760660452041571,0.053698815568087976
953,1e-12,953,127702,,3.584581354603455,-2.760660452041571,0.053698815568087976
954,1e-12,954,127836,,3.584581354603455,-2.760660452041571,0.053698815568087976
955,1e-12,955,127970,,3.584581354603455,-2.760660452041571,0.053698815568087976
956,1e-12,956,128104,5,3.6033637927028277,-2.7551618110429144,0.04986479785949438
957,1e-12,957,128238,,3.6033637927028277,-2.7551618110429144,0.04986479785949438
958,1e-12,958,128372,,3.6033637927028277,-2.7551618110429144,0.04986479785949438
959,1e-12,959,128506,,3.6033637927028277,-2.7551618110429144,0.04986479785949438
960,1e-12,960,128640,,3.6033637927028277,-2.7551618110429144,0.04986479785949438
961,1e-12,961,128774,5,3.621940703639125,-2.749664052861371,0.046308495092192814
962,1e-12,962,128908,,3.621940703639125,-2.749664052861371,0.046308495092192814
963,1e-12,963,129042,,3.621940703639125,-2.749664052861371,0.046308495092192814
964,1e-12,964,129176,,3.621940703639125,-2.749664052861371,0.046308495092192814
965,1e-12,965,129310,,3.621940703639125,-2.749664052861371,0.046308495092192814
966,1e-12,966,129444,5,3.6403128507937224,-2.744167929231063,0.04300963383267131
967,1e-12,967,129578,,3.6403128507937224,-2.744167929231063,0.04300963383267131
968,1e-12,968,129712,,3.6403128507937224,-2.744167929231063,0.04300963383267131
969,1e-12,969,129846,,3.6403128507937224,-2.744167929231063,0.04300963383267131
970,1e-12,970,129980,,3.6403128507937224,-2.744167929231063,0.04300963383267131
971,1e-12,971,130114,5,3.6584811034827274,-2.7386742391185077,0.039949412324794764
972,1e-12,972,130248,,3.6584811034827274,-2.7386742391185077,0.039949412324794764
973,1e-12,973,130382,,3.6584811034827274,-2.7386742391185077,0.039949412324794764
974,1e-12,974,130516,,3.6584811034827274,-2.7386742391185077,0.039949412324794764
975,1e-12,975,130650,,3.6584811034827274,-2.7386742391185077,0.039949412324794764
976,1e-12,976,130784,5,3.676446385751269,-2.7331837772755434,0.03711039654947523
977,1e-12,977,130918,,3.676446385751269,-2.7331837772755434,0.03711039654947523
978,1e-12,978,131052,,3.676446385751269,-2.7331837772755434,0.03711039654947523
979,1e-12,979,131186,,3.676446385751269,-2.7331837772755434,0.03711039654947523
980,1e-12,980,131320,,3.676446385751269,-2.7331837772755434,0.03711039654947523
981,1e-12,981,131454,5,3.694209673825688,-2.727697334269909,0.034476423784565835
982,1e-12,982,131588,,3.694209673825688,-2.727697334269909,0.034476423784565835
983,1e-12,983,131722,,3.694209673825688,-2.727697334269909,0.034476423784565835
984,1e-12,984,131856,,3.694209673825688,-2.727697334269909,0.034476423784565835
985,1e-12,985,131990,,3.694209673825688,-2.727697334269909,0.034476423784565835
986,1e-12,986,132124,5,3.7117719936203426,-2.72221569651494,0.03203251233222604
987,1e-12,987,132258,,3.7117719936203426,-2.72221569651494,0.03203251233222604
988,1e-12,988,132392,,3.7117719936203426,-2.72221569651494,0.03203251233222604
989,1e-12,989,132526,,3.7117719936203426,-2.72221569651494,0.03203251233222604
990,1e-12,990,132660,,3.7117719936203426,-2.72221569651494,0.03203251233222604
991,1e-12,991,132794,5,3.729134418299881,-2.716739646298392,0.02976477713203929
992,1e-12,992,132928,,3.729134418299881,-2.716739646298392,0.02976477713203929
993,1e-12,993,133062,,3.729134418299881,-2.716739646298392,0.02976477713203929
994,1e-12,994,133196,,3.729134418299881,-2.716739646298392,0.02976477713203929
995,1e-12,995,133330,,3.729134418299881,-2.716739646298392,0.02976477713203929
996,1e-12,996,133464,5,3.746298065897756,-2.7112699618105616,0.027660350970300396
997,1e-12,997,133598,,3.746298065897756,-2.7112699618105616,0.027660350970300396
998,1e-12,998,133732,,3.746298065897756,-2.7112699618105616,0.027660350970300396
999,1e-12,999,133866,,3.746298065897756,-2.7112699618105616,0.027660350970300396
1000,1e-12,1000,134000,,3.746298065897756,-2.7112699618105616,0.027660350970300396
