step,KuhnPoker/conv,KuhnPoker/iters,KuhnPoker/nodes_touched,KuhnPoker/tau,KuhnPoker/alpha,KuhnPoker/beta,KuhnPoker/gamma
872,5.618265353163343e-05,872,101152,,3.8154884119304566,-2.104111790441523,0.04147551580891795
873,4.6661099243533455e-05,873,101268,,3.8154884119304566,-2.104111790441523,0.04147551580891795
874,2.762315768273238e-05,874,101384,5,3.81668619910191,-2.111471941275985,0.03907397455432715
875,1.4794622045372074e-05,875,101500,,3.81668619910191,-2.111471941275985,0.03907397455432715
876,2.7283178179404732e-05,876,101616,,3.81668619910191,-2.111471941275985,0.03907397455432715
877,4.341677114325093e-05,877,101732,,3.81668619910191,-2.111471941275985,0.03907397455432715
878,5.2540417586455224e-05,878,101848,,3.81668619910191,-2.111471941275985,0.03907397455432715
879,6.971816142117837e-05,879,101964,5,3.8371403740581975,-2.10573691568736,0.036008408642314915
880,7.975346973421171e-05,880,102080,,3.8371403740581975,-2.10573691568736,0.036008408642314915
881,7.895964444470938e-05,881,102196,,3.8371403740581975,-2.10573691568736,0.036008408642314915
882,6.768154171410412e-05,882,102312,,3.8371403740581975,-2.10573691568736,0.036008408642314915
883,5.51270164734774e-05,883,102428,,3.8371403740581975,-2.10573691568736,0.036008408642314915
884,4.514273951217174e-05,884,102544,5,3.8548113656895393,-2.1018246034148684,0.03328583120089723
885,2.606709493913062e-05,885,102660,,3.8548113656895393,-2.1018246034148684,0.03328583120089723
886,1.5444941502434917e-05,886,102776,,3.8548113656895393,-2.1018246034148684,0.03328583120089723
887,2.735062575695557e-05,887,102892,,3.8548113656895393,-2.1018246034148684,0.03328583120089723
888,4.347491120884617e-05,888,103008,,3.8548113656895393,-2.1018246034148684,0.03328583120089723
889,5.2650813810173336e-05,889,103124,5,3.8620802771125975,-2.1049386384815074,0.031145417374078388
890,6.91479685152041e-05,890,103240,,3.8620802771125975,-2.1049386384815074,0.031145417374078388
891,7.860775291451683e-05,891,103356,,3.8620802771125975,-2.1049386384815074,0.031145417374078388
892,7.757405172983955e-05,892,103472,,3.8620802771125975,-2.1049386384815074,0.031145417374078388
893,6.648116214100219e-05,893,103588,,3.8620802771125975,-2.1049386384815074,0.031145417374078388
894,5.4249158695174327e-05,894,103704,5,3.8928874201244676,-2.0919396807339634,0.028340262332339883
895,4.431410629410215e-05,895,103820,,3.8928874201244676,-2.0919396807339634,0.028340262332339883
896,2.5432642895645285e-05,896,103936,,3.8928874201244676,-2.0919396807339634,0.028340262332339883
897,1.604501695792737e-05,897,104052,,3.8928874201244676,-2.0919396807339634,0.028340262332339883
898,2.715579113649058e-05,898,104168,,3.8928874201244676,-2.0919396807339634,0.028340262332339883
899,4.311182900604282e-05,899,104284,5,3.876943894040437,-2.1110901226903453,0.027276846081027983
900,5.2035434707109474e-05,900,104400,,3.876943894040437,-2.1110901226903453,0.027276846081027983
901,6.804981797603471e-05,901,104516,,3.876943894040437,-2.1110901226903453,0.027276846081027983
902,7.732327788492754e-05,902,104632,,3.876943894040437,-2.1110901226903453,0.027276846081027983
903,7.649175215004855e-05,903,104748,,3.876943894040437,-2.1110901226903453,0.027276846081027983
904,6.591125987662205e-05,904,104864,5,3.92850472150944,-2.0834369473164376,0.024185214795405585
905,5.354510667462953e-05,905,104980,,3.92850472150944,-2.0834369473164376,0.024185214795405585
906,4.416822396255404e-05,906,105096,,3.92850472150944,-2.0834369473164376,0.024185214795405585
907,2.5682340914351398e-05,907,105212,,3.92850472150944,-2.0834369473164376,0.024185214795405585
908,1.6594884028886536e-05,908,105328,,3.92850472150944,-2.0834369473164376,0.024185214795405585
909,2.6064181956581e-05,909,105444,5,3.8911767211437143,-2.1177470486769896,0.023935029765303817
910,4.236825745584927e-05,910,105560,,3.8911767211437143,-2.1177470486769896,0.023935029765303817
911,5.076380832150229e-05,911,105676,,3.8911767211437143,-2.1177470486769896,0.023935029765303817
912,6.646722976522135e-05,912,105792,,3.8911767211437143,-2.1177470486769896,0.023935029765303817
913,7.589876160923881e-05,913,105908,,3.8911767211437143,-2.1177470486769896,0.023935029765303817
914,7.56654455060235e-05,914,106024,5,3.9582749570035958,-2.0785009669907053,0.02077269839314866
915,6.58980733785064e-05,915,106140,,3.9582749570035958,-2.0785009669907053,0.02077269839314866
916,5.293850543494627e-05,916,106256,,3.9582749570035958,-2.0785009669907053,0.02077269839314866
917,4.4651797336398014e-05,917,106372,,3.9582749570035958,-2.0785009669907053,0.02077269839314866
918,2.67825288786383e-05,918,106488,,3.9582749570035958,-2.0785009669907053,0.02077269839314866
919,1.7137171936160156e-05,919,106604,5,3.9378999978947116,-2.100115110419607,0.020124183959020492
920,2.403277577703311e-05,920,106720,,3.9378999978947116,-2.100115110419607,0.020124183959020492
921,4.119417112002921e-05,921,106836,,3.9378999978947116,-2.100115110419607,0.020124183959020492
922,4.889608133298862e-05,922,106952,,3.9378999978947116,-2.100115110419607,0.020124183959020492
923,6.441130808559903e-05,923,107068,,3.9378999978947116,-2.100115110419607,0.020124183959020492
924,7.428796269351445e-05,924,107184,5,3.98222641760946,-2.077030987351786,0.01796451344625849
925,7.500670155224931e-05,925,107300,,3.98222641760946,-2.077030987351786,0.01796451344625849
926,6.634533188479286e-05,926,107416,,3.98222641760946,-2.077030987351786,0.01796451344625849
927,5.227775978389193e-05,927,107532,,3.98222641760946,-2.077030987351786,0.01796451344625849
928,4.565596161071328e-05,928,107648,,3.98222641760946,-2.077030987351786,0.01796451344625849
929,2.8701177216677864e-05,929,107764,5,3.9853585485854444,-2.0821444142398824,0.016895648843044064
930,1.774887418701243e-05,930,107880,,3.9853585485854444,-2.0821444142398824,0.016895648843044064
931,2.098512964424093e-05,931,107996,,3.9853585485854444,-2.0821444142398824,0.016895648843044064
932,3.94382237375035e-05,932,108112,,3.9853585485854444,-2.0821444142398824,0.016895648843044064
933,4.649088442243432e-05,933,108228,,3.9853585485854444,-2.0821444142398824,0.016895648843044064
934,6.187231518001157e-05,934,108344,5,4.00048356580822,-2.07906499174669,0.01565074622404694
935,7.24108413414637e-05,935,108460,,4.00048356580822,-2.07906499174669,0.01565074622404694
936,7.439195100367169e-05,936,108576,,4.00048356580822,-2.07906499174669,0.01565074622404694
937,6.713266616201197e-05,937,108692,,4.00048356580822,-2.07906499174669,0.01565074622404694
938,5.330499841948999e-05,938,108808,,4.00048356580822,-2.07906499174669,0.01565074622404694
939,4.699530729279644e-05,939,108924,5,4.019316993722527,-2.0733921849605412,0.014426008424482273
940,3.1391613683651176e-05,940,109040,,4.019316993722527,-2.0733921849605412,0.014426008424482273
941,1.853357823680679e-05,941,109156,,4.019316993722527,-2.0733921849605412,0.014426008424482273
942,2.0201871190422827e-05,942,109272,,4.019316993722527,-2.0733921849605412,0.014426008424482273
943,3.6846413305813286e-05,943,109388,,4.019316993722527,-2.0733921849605412,0.014426008424482273
944,4.381697148489461e-05,944,109504,5,4.021606359160048,-2.0788798080882414,0.013589329623451718
945,5.8834012937825086e-05,945,109620,,4.021606359160048,-2.0788798080882414,0.013589329623451718
946,7.016544159896276e-05,946,109736,,4.021606359160048,-2.0788798080882414,0.013589329623451718
947,7.36674194607434e-05,947,109852,,4.021606359160048,-2.0788798080882414,0.013589329623451718
948,6.811110400564702e-05,948,109968,,4.021606359160048,-2.0788798080882414,0.013589329623451718
949,5.554380872052622e-05,949,110084,5,4.055401866186894,-2.0629696228006122,0.012275826858256345
950,4.83766810144004e-05,950,110200,,4.055401866186894,-2.0629696228006122,0.012275826858256345
951,3.475474094086217e-05,951,110316,,4.055401866186894,-2.0629696228006122,0.012275826858256345
952,1.96136502552402e-05,952,110432,,4.055401866186894,-2.0629696228006122,0.012275826858256345
953,1.969962848083484e-05,953,110548,,4.055401866186894,-2.0629696228006122,0.012275826858256345
954,3.3086816116412177e-05,954,110664,5,4.030117094985598,-2.0874807148647845,0.012015142344591112
955,4.337689959763025e-05,955,110780,,4.030117094985598,-2.0874807148647845,0.012015142344591112
956,5.529069086404603e-05,956,110896,,4.030117094985598,-2.0874807148647845,0.012015142344591112
957,6.74422255032836e-05,957,111012,,4.030117094985598,-2.0874807148647845,0.012015142344591112
958,7.26558131896593e-05,958,111128,,4.030117094985598,-2.0874807148647845,0.012015142344591112
959,6.909839868257661e-05,959,111244,5,4.084924861538311,-2.0565461485893124,0.010530159888404
960,5.808664297099475e-05,960,111360,,4.084924861538311,-2.0565461485893124,0.010530159888404
961,4.937521597586647e-05,961,111476,,4.084924861538311,-2.0565461485893124,0.010530159888404
962,3.857419503838777e-05,962,111592,,4.084924861538311,-2.0565461485893124,0.010530159888404
963,2.112036863494149e-05,963,111708,,4.084924861538311,-2.0565461485893124,0.010530159888404
964,1.943282148972325e-05,964,111824,5,4.0602166762646,-2.0802586053196617,0.010305570000466613
965,2.7828005698754543e-05,965,111940,,4.0602166762646,-2.0802586053196617,0.010305570000466613
966,4.192161574176345e-05,966,112056,,4.0602166762646,-2.0802586053196617,0.010305570000466613
967,5.126649052336618e-05,967,112172,,4.0602166762646,-2.0802586053196617,0.010305570000466613
968,6.41424308794325e-05,968,112288,,4.0602166762646,-2.0802586053196617,0.010305570000466613
969,7.116700793130537e-05,969,112404,5,4.107961981424992,-2.054047759725028,0.009108357861848049
970,6.987778637254638e-05,970,112520,,4.107961981424992,-2.054047759725028,0.009108357861848049
971,6.077185201133761e-05,971,112636,,4.107961981424992,-2.054047759725028,0.009108357861848049
972,4.945694235974907e-05,972,112752,,4.107961981424992,-2.054047759725028,0.009108357861848049
973,4.2428600984051323e-05,973,112868,,4.107961981424992,-2.054047759725028,0.009108357861848049
974,2.585827156270648e-05,974,112984,5,4.108651071898935,-2.0599242651562224,0.008600934105524427
975,1.9581940625540417e-05,975,113100,,4.108651071898935,-2.0599242651562224,0.008600934105524427
976,2.3266694375106978e-05,976,113216,,4.108651071898935,-2.0599242651562224,0.008600934105524427
977,3.8713839898729674e-05,977,113332,,4.108651071898935,-2.0599242651562224,0.008600934105524427
978,4.683420436216168e-05,978,113448,,4.108651071898935,-2.0599242651562224,0.008600934105524427
979,6.0201888361394174e-05,979,113564,5,4.1248687693865564,-2.055330513759251,0.007946435546320352
980,6.901430718009305e-05,980,113680,,4.1248687693865564,-2.055330513759251,0.007946435546320352
981,7.020398469079203e-05,981,113796,,4.1248687693865564,-2.055330513759251,0.007946435546320352
982,6.338360014773725e-05,982,113912,,4.1248687693865564,-2.055330513759251,0.007946435546320352
983,5.0968734992384856e-05,983,114028,,4.1248687693865564,-2.055330513759251,0.007946435546320352
984,4.5624512660019656e-05,984,114144,5,4.140455954008683,-2.051065083579563,0.007347076967391342
985,3.187357883654984e-05,985,114260,,4.140455954008683,-2.051065083579563,0.007347076967391342
986,2.0329765940990674e-05,986,114376,,4.140455954008683,-2.051065083579563,0.007347076967391342
987,2.1740380485135713e-05,987,114492,,4.140455954008683,-2.051065083579563,0.007347076967391342
988,3.308680376987172e-05,988,114608,,4.140455954008683,-2.051065083579563,0.007347076967391342
989,4.2788554512673826e-05,989,114724,5,4.14063427730855,-2.0571302594271565,0.0069476133298063125
990,5.5620020916857804e-05,990,114840,,4.14063427730855,-2.0571302594271565,0.0069476133298063125
991,6.603807832666897e-05,991,114956,,4.14063427730855,-2.0571302594271565,0.0069476133298063125
992,6.98181002280196e-05,992,115072,,4.14063427730855,-2.0571302594271565,0.0069476133298063125
993,6.564902890773827e-05,993,115188,,4.14063427730855,-2.0571302594271565,0.0069476133298063125
994,5.5016338569385814e-05,994,115304,5,4.173481324302964,-2.041006107367668,0.006260332916810274
995,4.726892470899302e-05,995,115420,,4.173481324302964,-2.041006107367668,0.006260332916810274
996,3.784962878308762e-05,996,115536,,4.173481324302964,-2.041006107367668,0.006260332916810274
997,2.1847326549778723e-05,997,115652,,4.173481324302964,-2.041006107367668,0.006260332916810274
998,2.0828137224399024e-05,998,115768,,4.173481324302964,-2.041006107367668,0.006260332916810274
999,2.6492755550416858e-05,999,115884,5,4.153018762055074,-2.0614259606211887,0.006112610732824653
1000,4.020942817872797e-05,1000,116000,,4.153018762055074,-2.0614259606211887,0.006112610732824653
