step,SmallMatrix/conv,SmallMatrix/iters,SmallMatrix/nodes_touched,SmallMatrix/tau,SmallMatrix/alpha,SmallMatrix/beta,SmallMatrix/gamma
613,0.00024968358958515923,613,25746,,2.687129338162802,-2.3105064741689296,1.9016451132889725
614,0.00015469987757003032,614,25788,,2.687129338162802,-2.3105064741689296,1.9016451132889725
615,0.0002966197243208437,615,25830,,2.687129338162802,-2.3105064741689296,1.9016451132889725
616,0.00041707293002514684,616,25872,5,2.6971125748757094,-2.31910629595942,1.8198386196170113
617,0.00022692932888176244,617,25914,,2.6971125748757094,-2.31910629595942,1.8198386196170113
618,0.0001811857150032564,618,25956,,2.6971125748757094,-2.31910629595942,1.8198386196170113
619,0.000257802370189988,619,25998,,2.6971125748757094,-2.31910629595942,1.8198386196170113
620,0.00016772497580013848,620,26040,,2.6971125748757094,-2.31910629595942,1.8198386196170113
621,0.00019693160957690072,621,26082,5,2.6964864675440765,-2.335932323949885,1.7542740414430735
622,0.00040721907491354553,622,26124,,2.6964864675440765,-2.335932323949885,1.7542740414430735
623,0.0002922087794141605,623,26166,,2.6964864675440765,-2.335932323949885,1.7542740414430735
624,0.00012338923975368436,624,26208,,2.6964864675440765,-2.335932323949885,1.7542740414430735
625,0.0002473896204670728,625,26250,,2.6964864675440765,-2.335932323949885,1.7542740414430735
626,0.000203237369961356,626,26292,5,2.7319569438259346,-2.3240895729771482,1.6416238159715082
627,0.00011835292143072554,627,26334,,2.7319569438259346,-2.3240895729771482,1.6416238159715082
628,0.0003611772148168863,628,26376,,2.7319569438259346,-2.3240895729771482,1.6416238159715082
629,0.00035684873319682356,629,26418,,2.7319569438259346,-2.3240895729771482,1.6416238159715082
630,0.0001567265778769731,630,26460,,2.7319569438259346,-2.3240895729771482,1.6416238159715082
631,0.00021683559917326284,631,26502,5,2.735765095754704,-2.3371137307498744,1.5737480898701746
632,0.00023123666208159604,632,26544,,2.735765095754704,-2.3371137307498744,1.5737480898701746
633,0.00013638858906110099,633,26586,,2.735765095754704,-2.3371137307498744,1.5737480898701746
634,0.00027960101936341894,634,26628,,2.735765095754704,-2.3371137307498744,1.5737480898701746
635,0.0003872313267339829,635,26670,,2.735765095754704,-2.3371137307498744,1.5737480898701746
636,0.0002138916544107292,636,26712,5,2.7901078331465916,-2.3100458142313096,1.4442019252940401
637,0.00016714800040977014,637,26754,,2.7901078331465916,-2.3100458142313096,1.4442019252940401
638,0.00024129118986932098,638,26796,,2.7901078331465916,-2.3100458142313096,1.4442019252940401
639,0.00015535922737752104,639,26838,,2.7901078331465916,-2.3100458142313096,1.4442019252940401
640,0.00016931077018124242,640,26880,,2.7901078331465916,-2.3100458142313096,1.4442019252940401
641,0.00037440934806293316,641,26922,5,2.7803381550191557,-2.333537696116888,1.3976092721929576
642,0.0002885083315265654,642,26964,,2.7803381550191557,-2.333537696116888,1.3976092721929576
643,0.00010259203111171011,643,27006,,2.7803381550191557,-2.333537696116888,1.3976092721929576
644,0.0002266042245849085,644,27048,,2.7803381550191557,-2.333537696116888,1.3976092721929576
645,0.0001992085157689236,645,27090,,2.7803381550191557,-2.333537696116888,1.3976092721929576
646,0.00011944937463569824,646,27132,5,2.807099234185461,-2.327999687710627,1.3090767093406244
647,0.0003153635360478787,647,27174,,2.807099234185461,-2.327999687710627,1.3090767093406244
648,0.00034945999341847166,648,27216,,2.807099234185461,-2.327999687710627,1.3090767093406244
649,0.000172121772207137,649,27258,,2.807099234185461,-2.327999687710627,1.3090767093406244
650,0.00018689254992548305,650,27300,,2.807099234185461,-2.327999687710627,1.3090767093406244
651,0.00022534868055379886,651,27342,5,2.825511485063814,-2.328911172955789,1.2336582082143703
652,0.00013328069510863235,652,27384,,2.825511485063814,-2.328911172955789,1.2336582082143703
653,0.00021516314072945488,653,27426,,2.825511485063814,-2.328911172955789,1.2336582082143703
654,0.0003631312226565783,654,27468,,2.825511485063814,-2.328911172955789,1.2336582082143703
655,0.00023437697589519544,655,27510,,2.825511485063814,-2.328911172955789,1.2336582082143703
656,0.0001260688745277883,656,27552,5,2.8544257133162563,-2.321383122716422,1.1499925457886007
657,0.00022325550512361514,657,27594,,2.8544257133162563,-2.321383122716422,1.1499925457886007
658,0.0001733112721785621,658,27636,,2.8544257133162563,-2.321383122716422,1.1499925457886007
659,0.00010727200320493911,659,27678,,2.8544257133162563,-2.321383122716422,1.1499925457886007
660,0.00032237599706884965,660,27720,,2.8544257133162563,-2.321383122716422,1.1499925457886007
661,0.00031491756464895705,661,27762,5,2.8865228948376416,-2.3111844937093315,1.0672216600033213
662,0.00014441197303656462,662,27804,,2.8865228948376416,-2.3111844937093315,1.0672216600033213
663,0.00019123204156495764,663,27846,,2.8865228948376416,-2.3111844937093315,1.0672216600033213
664,0.00020971167425990172,664,27888,,2.8865228948376416,-2.3111844937093315,1.0672216600033213
665,0.0001259085244872095,665,27930,,2.8865228948376416,-2.3111844937093315,1.0672216600033213
666,0.0002306504899012141,666,27972,5,2.873441109642873,-2.3365951306746244,1.0330517601611897
667,0.0003449867085714882,667,28014,,2.873441109642873,-2.3365951306746244,1.0330517601611897
668,0.00020495824322240477,668,28056,,2.873441109642873,-2.3365951306746244,1.0330517601611897
669,0.0001331813947560701,669,28098,,2.873441109642873,-2.3365951306746244,1.0330517601611897
670,0.0002149866669086979,670,28140,,2.873441109642873,-2.3365951306746244,1.0330517601611897
671,0.00015783605457086642,671,28182,5,2.9131585070984323,-2.3200762849163152,0.9494373707087198
672,0.00010405562935631628,672,28224,,2.9131585070984323,-2.3200762849163152,0.9494373707087198
673,0.0003139474436541581,673,28266,,2.9131585070984323,-2.3200762849163152,0.9494373707087198
674,0.00029241196311416195,674,28308,,2.9131585070984323,-2.3200762849163152,0.9494373707087198
675,0.00013181333111592517,675,28350,,2.9131585070984323,-2.3200762849163152,0.9494373707087198
676,0.00018634387561153288,676,28392,5,2.9164923185556306,-2.332342620411693,0.9035845835066829
677,0.00019886137435011245,677,28434,,2.9164923185556306,-2.332342620411693,0.9035845835066829
678,0.00012099150678264204,678,28476,,2.9164923185556306,-2.332342620411693,0.9035845835066829
679,0.00022460685724084956,679,28518,,2.9164923185556306,-2.332342620411693,0.9035845835066829
680,0.00032812808553695297,680,28560,,2.9164923185556306,-2.332342620411693,0.9035845835066829
681,0.00019547224980225953,681,28602,5,2.969060752655191,-2.3052476989175656,0.817506818796865
682,0.00012809452356069248,682,28644,,2.969060752655191,-2.3052476989175656,0.817506818796865
683,0.0002055284972085595,683,28686,,2.969060752655191,-2.3052476989175656,0.817506818796865
684,0.0001530075209964576,684,28728,,2.969060752655191,-2.3052476989175656,0.817506818796865
685,9.846801617794155e-05,685,28770,,2.969060752655191,-2.3052476989175656,0.817506818796865
686,0.0002964330765982271,686,28812,5,2.9477972911240284,-2.337346464587921,0.7972518552667962
687,0.0002829547583832038,687,28854,,2.9477972911240284,-2.337346464587921,0.7972518552667962
688,0.0001326328398585341,688,28896,,2.9477972911240284,-2.337346464587921,0.7972518552667962
689,0.00017494728468622265,689,28938,,2.9477972911240284,-2.337346464587921,0.7972518552667962
690,0.00019305082823262867,690,28980,,2.9477972911240284,-2.337346464587921,0.7972518552667962
691,0.00011851105060007279,691,29022,5,2.991469912834121,-2.316503551140032,0.7258150520210469
692,0.00020176959707581303,692,29064,,2.991469912834121,-2.316503551140032,0.7258150520210469
693,0.0003133449477288752,693,29106,,2.991469912834121,-2.316503551140032,0.7258150520210469
694,0.0001992799466478651,694,29148,,2.991469912834121,-2.316503551140032,0.7258150520210469
695,0.00011303094656458377,695,29190,,2.991469912834121,-2.316503551140032,0.7258150520210469
696,0.0001950079482612185,696,29232,5,2.993801077327688,-2.3296945376821157,0.6903000007654616
697,0.00015670754629009808,697,29274,,2.993801077327688,-2.3296945376821157,0.6903000007654616
698,0.00010076819973509265,698,29316,,2.993801077327688,-2.3296945376821157,0.6903000007654616
699,0.00027037286448416265,699,29358,,2.993801077327688,-2.3296945376821157,0.6903000007654616
700,0.0002827679463701067,700,29400,,2.993801077327688,-2.3296945376821157,0.6903000007654616
701,0.000143756469782747,701,29442,5,3.04527157870083,-2.302102098424665,0.6216716021614352
702,0.00015718211137420469,702,29484,,3.04527157870083,-2.302102098424665,0.6216716021614352
703,0.00018993816429243652,703,29526,,3.04527157870083,-2.302102098424665,0.6216716021614352
704,0.00011720245278814166,704,29568,,3.04527157870083,-2.302102098424665,0.6216716021614352
705,0.00016342298646448758,705,29610,,3.04527157870083,-2.302102098424665,0.6216716021614352
706,0.0002965493036205132,706,29652,5,3.0471945769106235,-2.315170851137111,0.5907282164783729
707,0.00021950299740263363,707,29694,,3.0471945769106235,-2.315170851137111,0.5907282164783729
708,8.879219639268795e-05,708,29736,,3.0471945769106235,-2.315170851137111,0.5907282164783729
709,0.00018103384907775,709,29778,,3.0471945769106235,-2.315170851137111,0.5907282164783729
710,0.00016517840480193772,710,29820,,3.0471945769106235,-2.315170851137111,0.5907282164783729
711,0.00010529776590004013,711,29862,5,3.0679484388660545,-2.312709485613503,0.5495132669257159
712,0.00023255855309542352,712,29904,,3.0679484388660545,-2.312709485613503,0.5495132669257159
713,0.00028462211822234364,713,29946,,3.0679484388660545,-2.312709485613503,0.5495132669257159
714,0.00016091708820479208,714,29988,,3.0679484388660545,-2.312709485613503,0.5495132669257159
715,0.00013161544917248785,715,30030,,3.0679484388660545,-2.312709485613503,0.5495132669257159
716,0.00018526592367984092,716,30072,5,3.080864166777931,-2.3169124218376838,0.5156045252993451
717,0.00012783855505901065,717,30114,,3.080864166777931,-2.3169124218376838,0.5156045252993451
718,0.00010962914416134915,718,30156,,3.080864166777931,-2.3169124218376838,0.5156045252993451
719,0.00027050377341576953,719,30198,,3.080864166777931,-2.3169124218376838,0.5156045252993451
720,0.0002442380240513943,720,30240,,3.080864166777931,-2.3169124218376838,0.5156045252993451
721,0.00011522350101905202,721,30282,5,3.1213791867448917,-2.2972702510650325,0.4680632154435149
722,0.00015998661625150743,722,30324,,3.1213791867448917,-2.2972702510650325,0.4680632154435149
723,0.0001732140539603247,723,30366,,3.1213791867448917,-2.2972702510650325,0.4680632154435149
724,0.00010938568338705072,724,30408,,3.1213791867448917,-2.2972702510650325,0.4680632154435149
725,0.00017880054825376407,725,30450,,3.1213791867448917,-2.2972702510650325,0.4680632154435149
726,0.00027861709781879776,726,30492,5,3.131442873045221,-2.303495764540803,0.440122045326905
727,0.00018669571247213935,727,30534,,3.131442873045221,-2.303495764540803,0.440122045326905
728,9.679112000632767e-05,728,30576,,3.131442873045221,-2.303495764540803,0.440122045326905
729,0.00017360158707508037,729,30618,,3.131442873045221,-2.303495764540803,0.440122045326905
730,0.00014950649378543088,730,30660,,3.131442873045221,-2.303495764540803,0.440122045326905
731,9.802764909163687e-05,731,30702,5,3.1459217531469905,-2.3060659253295324,0.4116548538020175
732,0.00022698234164502233,732,30744,,3.1459217531469905,-2.3060659253295324,0.4116548538020175
733,0.00026237925934399135,733,30786,,3.1459217531469905,-2.3060659253295324,0.4116548538020175
734,0.00014694954493244526,734,30828,,3.1459217531469905,-2.3060659253295324,0.4116548538020175
735,0.00012828441454909337,735,30870,,3.1459217531469905,-2.3060659253295324,0.4116548538020175
736,0.00017416534761946273,736,30912,5,3.161280833611527,-2.307888924176595,0.38453896510931296
737,0.00011899665534279615,737,30954,,3.161280833611527,-2.307888924176595,0.38453896510931296
738,0.00010725821308240611,738,30996,,3.161280833611527,-2.307888924176595,0.38453896510931296
739,0.00025333600796885886,739,31038,,3.161280833611527,-2.307888924176595,0.38453896510931296
740,0.00022898733551900943,740,31080,,3.161280833611527,-2.307888924176595,0.38453896510931296
741,0.00011112926315776645,741,31122,5,3.1998132180866374,-2.2889391715886194,0.348811919972178
742,0.00014951599639531299,742,31164,,3.1998132180866374,-2.2889391715886194,0.348811919972178
743,0.0001644222179662766,743,31206,,3.1998132180866374,-2.2889391715886194,0.348811919972178
744,0.00010525868876226765,744,31248,,3.1998132180866374,-2.2889391715886194,0.348811919972178
745,0.00016027828702879003,745,31290,,3.1998132180866374,-2.2889391715886194,0.348811919972178
746,0.00026012108379053927,746,31332,5,3.208600564494234,-2.29618135511824,0.32819340494972327
747,0.00018562666722241747,747,31374,,3.208600564494234,-2.29618135511824,0.32819340494972327
748,8.448298213702127e-05,748,31416,,3.208600564494234,-2.29618135511824,0.32819340494972327
749,0.00016094204670366583,749,31458,,3.208600564494234,-2.29618135511824,0.32819340494972327
750,0.00014748005177702528,750,31500,,3.208600564494234,-2.29618135511824,0.32819340494972327
751,9.727809844050449e-05,751,31542,5,3.2260768173530066,-2.295762717013083,0.30542254585432316
752,0.0001991903655156603,752,31584,,3.2260768173530066,-2.295762717013083,0.30542254585432316
753,0.00025132517105112655,753,31626,,3.2260768173530066,-2.295762717013083,0.30542254585432316
754,0.0001500189201356403,754,31668,,3.2260768173530066,-2.295762717013083,0.30542254585432316
755,0.00010965709455310323,755,31710,,3.2260768173530066,-2.295762717013083,0.30542254585432316
756,0.00016394407920340063,756,31752,5,3.237001625885653,-2.3014433413142705,0.28665417714123986
757,0.00012631162040568027,757,31794,,3.237001625885653,-2.3014433413142705,0.28665417714123986
758,8.709833738455345e-05,758,31836,,3.237001625885653,-2.3014433413142705,0.28665417714123986
759,0.00022408291078005398,759,31878,,3.237001625885653,-2.3014433413142705,0.28665417714123986
760,0.0002314707128114396,760,31920,,3.237001625885653,-2.3014433413142705,0.28665417714123986
761,0.00012523312737529498,761,31962,5,3.280022952362926,-2.27740422632109,0.257851501447119
762,0.00012826317822215116,762,32004,,3.280022952362926,-2.27740422632109,0.257851501447119
763,0.00016031839972068863,763,32046,,3.280022952362926,-2.27740422632109,0.257851501447119
764,0.00010343246841842321,764,32088,,3.280022952362926,-2.27740422632109,0.257851501447119
765,0.00011443683811923433,765,32130,,3.280022952362926,-2.27740422632109,0.257851501447119
766,0.0002365232354083286,766,32172,5,3.278349161286549,-2.294276960945635,0.24587963461409368
767,0.00020483340931226276,767,32214,,3.278349161286549,-2.294276960945635,0.24587963461409368
768,9.992161798537847e-05,768,32256,,3.278349161286549,-2.294276960945635,0.24587963461409368
769,0.00014068498012799867,769,32298,,3.278349161286549,-2.294276960945635,0.24587963461409368
770,0.00015195719550184023,770,32340,,3.278349161286549,-2.294276960945635,0.24587963461409368
771,9.93293480051396e-05,771,32382,5,3.306845376818962,-2.2830885566955725,0.22520846211263912
772,0.0001483205117904725,772,32424,,3.306845376818962,-2.2830885566955725,0.22520846211263912
773,0.0002388776015336424,773,32466,,3.306845376818962,-2.2830885566955725,0.22520846211263912
774,0.00017502772257314896,774,32508,,3.306845376818962,-2.2830885566955725,0.22520846211263912
775,7.630823862749477e-05,775,32550,,3.306845376818962,-2.2830885566955725,0.22520846211263912
776,0.0001477551860452624,776,32592,5,3.3061719274716905,-2.2999847591765974,0.21472829705096474
777,0.00014060806222150737,777,32634,,3.3061719274716905,-2.2999847591765974,0.21472829705096474
778,9.406836003773168e-05,778,32676,,3.3061719274716905,-2.2999847591765974,0.21472829705096474
779,0.00017379589683761272,779,32718,,3.3061719274716905,-2.2999847591765974,0.21472829705096474
780,0.00023374029446602342,780,32760,,3.3061719274716905,-2.2999847591765974,0.21472829705096474
781,0.0001469517906906436,781,32802,5,3.3593898394599555,-2.264806207983686,0.18993771074901122
782,9.287402451807224e-05,782,32844,,3.3593898394599555,-2.264806207983686,0.18993771074901122
783,0.00015050820025937255,783,32886,,3.3593898394599555,-2.264806207983686,0.18993771074901122
784,0.00012774973541274914,784,32928,,3.3593898394599555,-2.264806207983686,0.18993771074901122
785,8.796499453456847e-05,785,32970,,3.3593898394599555,-2.264806207983686,0.18993771074901122
786,0.00019160745078740003,786,33012,5,3.350096338487708,-2.2892703658272193,0.18313372604618117
787,0.00022355531362377033,787,33054,,3.350096338487708,-2.2892703658272193,0.18313372604618117
788,0.0001323863541500854,788,33096,,3.350096338487708,-2.2892703658272193,0.18313372604618117
789,0.00010569287346944638,789,33138,,3.350096338487708,-2.2892703658272193,0.18313372604618117
790,0.00015002242213103833,790,33180,,3.350096338487708,-2.2892703658272193,0.18313372604618117
791,0.00011455617369633553,791,33222,5,3.3854545661965263,-2.2705379088384485,0.16585539295512497
792,8.16287612135801e-05,792,33264,,3.3854545661965263,-2.2705379088384485,0.16585539295512497
793,0.00020292809450178135,793,33306,,3.3854545661965263,-2.2705379088384485,0.16585539295512497
794,0.00021045760667751762,794,33348,,3.3854545661965263,-2.2705379088384485,0.16585539295512497
795,0.00011803732435352633,795,33390,,3.3854545661965263,-2.2705379088384485,0.16585539295512497
796,0.00011513952004578557,796,33432,5,3.398073089979458,-2.2739697913542107,0.15511037429166574
797,0.0001472920940488293,797,33474,,3.398073089979458,-2.2739697913542107,0.15511037429166574
798,0.00010188388067018531,798,33516,,3.398073089979458,-2.2739697913542107,0.15511037429166574
799,9.28560499345486e-05,799,33558,,3.398073089979458,-2.2739697913542107,0.15511037429166574
800,0.00020908128405724874,800,33600,,3.398073089979458,-2.2739697913542107,0.15511037429166574
801,0.0001961523873526671,801,33642,5,3.4341897293873402,-2.254540355607859,0.14027438438764595
802,0.00010468297363730609,802,33684,,3.4341897293873402,-2.254540355607859,0.14027438438764595
803,0.00012171064883519992,803,33726,,3.4341897293873402,-2.254540355607859,0.14027438438764595
804,0.0001431809605612546,804,33768,,3.4341897293873402,-2.254540355607859,0.14027438438764595
805,9.473086992530728e-05,805,33810,,3.4341897293873402,-2.254540355607859,0.14027438438764595
806,0.00011052847583617355,806,33852,5,3.430754420503776,-2.2734835572418937,0.13420686237741064
807,0.00021135920128970934,807,33894,,3.430754420503776,-2.2734835572418937,0.13420686237741064
808,0.00018192481743067166,808,33936,,3.430754420503776,-2.2734835572418937,0.13420686237741064
809,9.280942025858673e-05,809,33978,,3.430754420503776,-2.2734835572418937,0.13420686237741064
810,0.00012594524798409596,810,34020,,3.430754420503776,-2.2734835572418937,0.13420686237741064
811,0.00013840150862157006,811,34062,5,3.4581198500315757,-2.2618806468868446,0.1227686509688608
812,9.262982742477652e-05,812,34104,,3.4581198500315757,-2.2618806468868446,0.1227686509688608
813,0.0001239508167160969,813,34146,,3.4581198500315757,-2.2618806468868446,0.1227686509688608
814,0.00021092425082179007,814,34188,,3.4581198500315757,-2.2618806468868446,0.1227686509688608
815,0.00016869073222321732,815,34230,,3.4581198500315757,-2.2618806468868446,0.1227686509688608
816,8.26925383000169e-05,816,34272,5,3.485502346244157,-2.2502901606521526,0.1122869089858547
817,0.00012834491404206254,817,34314,,3.485502346244157,-2.2502901606521526,0.1122869089858547
818,0.00013349511015188804,818,34356,,3.485502346244157,-2.2502901606521526,0.1122869089858547
819,9.040209970166677e-05,819,34398,,3.485502346244157,-2.2502901606521526,0.1122869089858547
820,0.000133630286909256,820,34440,,3.485502346244157,-2.2502901606521526,0.1122869089858547
821,0.00020874576761089142,821,34482,5,3.4978942204457635,-2.25339229648982,0.10495994239661499
822,0.00015705632172021916,822,34524,,3.4978942204457635,-2.25339229648982,0.10495994239661499
823,7.445046080046383e-05,823,34566,,3.4978942204457635,-2.25339229648982,0.10495994239661499
824,0.00012935534138413333,824,34608,,3.4978942204457635,-2.25339229648982,0.10495994239661499
825,0.00012886293044101857,825,34650,,3.4978942204457635,-2.25339229648982,0.10495994239661499
826,8.825713614427213e-05,826,34692,5,3.515734257204964,-2.2510108227746253,0.09731536157427856
827,0.00014008954597727,827,34734,,3.515734257204964,-2.2510108227746253,0.09731536157427856
828,0.0002055879559895953,828,34776,,3.515734257204964,-2.2510108227746253,0.09731536157427856
829,0.00014738388510087918,829,34818,,3.515734257204964,-2.2510108227746253,0.09731536157427856
830,7.085564574221974e-05,830,34860,,3.515734257204964,-2.2510108227746253,0.09731536157427856
831,0.00012934474376764354,831,34902,5,3.518177160309988,-2.2647843945507073,0.092416927639412
832,0.00012478052038077735,832,34944,,3.518177160309988,-2.2647843945507073,0.092416927639412
833,8.633833306063215e-05,833,34986,,3.518177160309988,-2.2647843945507073,0.092416927639412
834,0.00014381227354395363,834,35028,,3.518177160309988,-2.2647843945507073,0.092416927639412
835,0.00020201425347142585,835,35070,,3.518177160309988,-2.2647843945507073,0.092416927639412
836,0.00013985664767391818,836,35112,5,3.565366728262856,-2.2318549833492503,0.08186462284706941
837,7.345465366232707e-05,837,35154,,3.565366728262856,-2.2318549833492503,0.08186462284706941
838,0.00012859154985473705,838,35196,,3.565366728262856,-2.2318549833492503,0.08186462284706941
839,0.00012141303437658392,839,35238,,3.565366728262856,-2.2318549833492503,0.08186462284706941
840,8.473324403253846e-05,840,35280,,3.565366728262856,-2.2318549833492503,0.08186462284706941
841,0.0001452019026749463,841,35322,5,3.560231542736957,-2.252700259891823,0.07860132679617626
842,0.0001983970877716799,842,35364,,3.560231542736957,-2.252700259891823,0.07860132679617626
843,0.00013452052977566594,843,35406,,3.560231542736957,-2.252700259891823,0.07860132679617626
844,7.455206689712105e-05,844,35448,,3.560231542736957,-2.252700259891823,0.07860132679617626
845,0.00012729446834262373,845,35490,,3.560231542736957,-2.252700259891823,0.07860132679617626
846,0.0001188432361448097,846,35532,5,3.5894658745765198,-2.2377689860296233,0.07152193393998285
847,8.348799345406421e-05,847,35574,,3.5894658745765198,-2.2377689860296233,0.07152193393998285
848,0.0001445711615432912,848,35616,,3.5894658745765198,-2.2377689860296233,0.07152193393998285
849,0.0001949561058387283,849,35658,,3.5894658745765198,-2.2377689860296233,0.07152193393998285
850,0.00013133274539501867,850,35700,,3.5894658745765198,-2.2377689860296233,0.07152193393998285
851,7.428493094096265e-05,851,35742,5,3.6084541702913087,-2.233499321668615,0.0661333734334999
852,0.000125570084571899,852,35784,,3.6084541702913087,-2.233499321668615,0.0661333734334999
853,0.00011707977719287353,853,35826,,3.6084541702913087,-2.233499321668615,0.0661333734334999
854,8.260750121047815e-05,854,35868,,3.6084541702913087,-2.233499321668615,0.0661333734334999
855,0.00014213513881893838,855,35910,,3.6084541702913087,-2.233499321668615,0.0661333734334999
856,0.00019176681992251604,856,35952,5,3.628535793500454,-2.227925063018595,0.06103244792529505
857,0.00013018043281280372,857,35994,,3.628535793500454,-2.227925063018595,0.06103244792529505
858,7.275831841442053e-05,858,36036,,3.628535793500454,-2.227925063018595,0.06103244792529505
859,0.0001234660083359961,859,36078,,3.628535793500454,-2.227925063018595,0.06103244792529505
860,0.00011607438665868253,860,36120,,3.628535793500454,-2.227925063018595,0.06103244792529505
861,8.206784265639682e-05,861,36162,5,3.641093192380665,-2.2300487873358183,0.057000958844998895
862,0.00013801547663169376,862,36204,,3.641093192380665,-2.2300487873358183,0.057000958844998895
863,0.00018878381651352719,863,36246,,3.641093192380665,-2.2300487873358183,0.057000958844998895
864,0.00013089314378518906,864,36288,,3.641093192380665,-2.2300487873358183,0.057000958844998895
865,7.004976437958044e-05,865,36330,,3.641093192380665,-2.2300487873358183,0.057000958844998895
866,0.0001209694520635727,866,36372,5,3.6459074907756297,-2.240686351435644,0.05395074046326398
867,0.0001157302720307238,867,36414,,3.6459074907756297,-2.240686351435644,0.05395074046326398
868,8.181748723929372e-05,868,36456,,3.6459074907756297,-2.240686351435644,0.05395074046326398
869,0.00013225591446591815,869,36498,,3.6459074907756297,-2.240686351435644,0.05395074046326398
870,0.0001858586901789511,870,36540,,3.6459074907756297,-2.240686351435644,0.05395074046326398
871,0.00013325341849393203,871,36582,5,3.688464787753266,-2.210554492804346,0.04793423803047858
872,6.621028254552599e-05,872,36624,,3.688464787753266,-2.210554492804346,0.04793423803047858
873,0.00011801218452900825,873,36666,,3.688464787753266,-2.210554492804346,0.04793423803047858
874,0.00011590264971121324,874,36708,,3.688464787753266,-2.210554492804346,0.04793423803047858
875,8.177871546373967e-05,875,36750,,3.688464787753266,-2.210554492804346,0.04793423803047858
876,0.00012483728426540729,876,36792,5,3.6850200038145315,-2.229286565852477,0.045970251435774934
877,0.0001827484670842293,877,36834,,3.6850200038145315,-2.229286565852477,0.045970251435774934
878,0.0001369888640714312,878,36876,,3.6850200038145315,-2.229286565852477,0.045970251435774934
879,6.917902399940612e-05,879,36918,,3.6850200038145315,-2.229286565852477,0.045970251435774934
880,0.00011448595622696489,880,36960,,3.6850200038145315,-2.229286565852477,0.045970251435774934
881,0.00011640697887158204,881,37002,5,3.71075171757375,-2.216586762062185,0.04197058679879895
882,8.185224353792964e-05,882,37044,,3.71075171757375,-2.216586762062185,0.04197058679879895
883,0.00011570353919895136,883,37086,,3.71075171757375,-2.216586762062185,0.04197058679879895
884,0.00017913742226854148,884,37128,,3.71075171757375,-2.216586762062185,0.04197058679879895
885,0.00014177154538879533,885,37170,,3.71075171757375,-2.216586762062185,0.04197058679879895
886,7.444501366990045e-05,886,37212,5,3.7331814503377587,-2.20743423470136,0.03853063674228574
887,0.00011024924275424029,887,37254,,3.7331814503377587,-2.20743423470136,0.03853063674228574
888,0.00011701630929992327,888,37296,,3.7331814503377587,-2.20743423470136,0.03853063674228574
889,8.191429480834798e-05,889,37338,,3.7331814503377587,-2.20743423470136,0.03853063674228574
890,0.00010478778191311024,890,37380,,3.7331814503377587,-2.20743423470136,0.03853063674228574
891,0.00017464548465588172,891,37422,5,3.742676918178223,-2.2120011259741603,0.036159664942454484
892,0.0001472053302556634,892,37464,,3.742676918178223,-2.2120011259741603,0.036159664942454484
893,8.053718801191488e-05,893,37506,,3.742676918178223,-2.2120011259741603,0.036159664942454484
894,0.00010514344603129868,894,37548,,3.742676918178223,-2.2120011259741603,0.036159664942454484
895,0.0001174667354207279,895,37590,,3.742676918178223,-2.2120011259741603,0.036159664942454484
896,8.182192021162528e-05,896,37632,5,3.762287231675297,-2.2054780785891595,0.03334107094595273
897,9.204283701592483e-05,897,37674,,3.762287231675297,-2.2054780785891595,0.03334107094595273
898,0.000168849297351232,898,37716,,3.762287231675297,-2.2054780785891595,0.03334107094595273
899,0.00015281701201353358,899,37758,,3.762287231675297,-2.2054780785891595,0.03334107094595273
900,8.722325121022207e-05,900,37800,,3.762287231675297,-2.2054780785891595,0.03334107094595273
901,9.90072732302913e-05,901,37842,5,3.7718072946802828,-2.209904669263114,0.03129456525844887
902,0.00011746017218912128,902,37884,,3.7718072946802828,-2.209904669263114,0.03129456525844887
903,8.278336566368576e-05,903,37926,,3.7718072946802828,-2.209904669263114,0.03129456525844887
904,7.74775500574605e-05,904,37968,,3.7718072946802828,-2.209904669263114,0.03129456525844887
905,0.00016130651548793514,905,38010,,3.7718072946802828,-2.209904669263114,0.03129456525844887
906,0.00015805152665667068,906,38052,5,3.803040992456557,-2.1903499657941503,0.028250784446228305
907,9.421334359913096e-05,907,38094,,3.803040992456557,-2.1903499657941503,0.028250784446228305
908,9.169437690580132e-05,908,38136,,3.803040992456557,-2.1903499657941503,0.028250784446228305
909,0.00011667093763945277,909,38178,,3.803040992456557,-2.1903499657941503,0.028250784446228305
910,8.926934376242864e-05,910,38220,,3.803040992456557,-2.1903499657941503,0.028250784446228305
911,6.91437399149377e-05,911,38262,5,3.805346860667136,-2.2022394551196753,0.026853809148162266
912,0.00015158827392902787,912,38304,,3.805346860667136,-2.2022394551196753,0.026853809148162266
913,0.00016227122210834652,913,38346,,3.805346860667136,-2.2022394551196753,0.026853809148162266
914,0.00010114769024179497,914,38388,,3.805346860667136,-2.2022394551196753,0.026853809148162266
915,8.309771837027212e-05,915,38430,,3.805346860667136,-2.2022394551196753,0.026853809148162266
916,0.00011476007760143115,916,38472,5,3.819948053865937,-2.2006081550914964,0.02496976360834635
917,9.55521974554263e-05,917,38514,,3.819948053865937,-2.2006081550914964,0.02496976360834635
918,7.206305078964964e-05,918,38556,,3.819948053865937,-2.2006081550914964,0.02496976360834635
919,0.0001393246001354012,919,38598,,3.819948053865937,-2.2006081550914964,0.02496976360834635
